unique_id,ds,cutoff,y,Naive,SeasonalNaive,AutoETS,AutoARIMA
hotel_21,2023-02-11,2023-02-10,0.9953703703703703,0.9814814814814815,0.9675925925925926,0.9835035355304617,0.9687612055190762
hotel_21,2023-02-12,2023-02-10,0.9907407407407407,0.9814814814814815,0.9305555555555556,0.9266160259222259,0.9431836382073997
hotel_21,2023-02-13,2023-02-10,0.9953703703703703,0.9814814814814815,0.9907407407407407,0.9694233018939243,0.9463114746616752
hotel_21,2023-02-14,2023-02-10,0.9953703703703703,0.9814814814814815,0.9953703703703703,0.9845143349706162,0.9557529163133711
hotel_21,2023-02-15,2023-02-10,0.9814814814814815,0.9814814814814815,0.9953703703703703,1.0015073284200884,0.9502499531538116
hotel_21,2023-02-16,2023-02-10,0.9768518518518519,0.9814814814814815,1.0,1.0054446382456341,0.9392498114415291
hotel_21,2023-02-17,2023-02-10,0.9814814814814815,0.9814814814814815,0.9814814814814815,0.9808936907980261,0.9413837013313783
hotel_21,2023-02-18,2023-02-10,0.9814814814814815,0.9814814814814815,0.9675925925925926,0.9835035355304617,0.9404406382760496
hotel_21,2023-02-19,2023-02-10,0.9722222222222222,0.9814814814814815,0.9305555555555556,0.9266160259222259,0.9333179721897157
hotel_21,2023-02-20,2023-02-10,0.9722222222222222,0.9814814814814815,0.9907407407407407,0.9694233018939243,0.938749098693826
hotel_21,2023-02-21,2023-02-10,0.9953703703703703,0.9814814814814815,0.9953703703703703,0.9845143349706162,0.93707778426794
hotel_21,2023-02-22,2023-02-10,0.9953703703703703,0.9814814814814815,0.9953703703703703,1.0015073284200884,0.9365490857620105
hotel_21,2023-02-23,2023-02-10,0.9722222222222222,0.9814814814814815,1.0,1.0054446382456341,0.9373484037078447
hotel_21,2023-02-24,2023-02-10,1.0,0.9814814814814815,0.9814814814814815,0.9808936907980261,0.9330039794395034
hotel_21,2023-02-25,2023-02-10,0.9861111111111112,0.9814814814814815,0.9675925925925926,0.9835035355304617,0.9302776201935554
hotel_21,2023-02-26,2023-02-10,0.9444444444444444,0.9814814814814815,0.9305555555555556,0.9266160259222259,0.9294939026488194
hotel_21,2023-02-27,2023-02-10,0.9907407407407407,0.9814814814814815,0.9907407407407407,0.9694233018939243,0.9277253808513172
hotel_21,2023-02-28,2023-02-10,0.9953703703703703,0.9814814814814815,0.9953703703703703,0.9845143349706162,0.9272645904893623
hotel_21,2023-03-01,2023-02-10,0.9907407407407407,0.9814814814814815,0.9953703703703703,1.0015073284200884,0.9261159267118927
hotel_21,2023-03-02,2023-02-10,0.9814814814814815,0.9814814814814815,1.0,1.0054446382456341,0.9258483595250164
hotel_21,2023-03-03,2023-02-10,0.9953703703703703,0.9814814814814815,0.9814814814814815,0.9808936907980261,0.9251013185568886
hotel_21,2023-03-04,2023-02-10,0.9861111111111112,0.9814814814814815,0.9675925925925926,0.9835035355304617,0.9249484186300462
hotel_21,2023-03-05,2023-02-10,0.8842592592592593,0.9814814814814815,0.9305555555555556,0.9266160259222259,0.9244619245873302
hotel_21,2023-03-06,2023-02-10,0.9907407407407407,0.9814814814814815,0.9907407407407407,0.9694233018939243,0.9243763885789686
hotel_21,2023-03-07,2023-02-10,1.0,0.9814814814814815,0.9953703703703703,0.9845143349706162,0.9240591371639421
hotel_21,2023-03-08,2023-02-10,0.9953703703703703,0.9814814814814815,0.9953703703703703,1.0015073284200884,0.9240126767563184
hotel_21,2023-03-09,2023-02-10,1.0,0.9814814814814815,1.0,1.0054446382456341,0.9238055040989607
hotel_21,2023-03-10,2023-02-10,0.9907407407407407,0.9814814814814815,0.9814814814814815,0.9808936907980261,0.9237813430077504
